,OBJECTID,CFID,CF_GROUP,CF_CATEGORY,CF_SUBCATEGORY,CF_NAMEAR,CF_NAMEENG,CF_LONG,CF_LAT,REGIONNAMEAR,REGIONNAMEENG,DISTRICTNAMEAR,DISTRICTNAMEENG,CMNTYNAMEAR,CMNTYNAMEENG,CF_PHONE,CF_EMAIL,CF_FAX,CF_POBOX,LGRPNAME,LGRPINDEX,LAYERNAME,LAYERINDEX,longitude,latitude
78,40381,DED-4817,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم مسافي,MASAFI RESTAURANT,55.7395401,24.26166058,العين,Al Ain,الجيمي,AL JIMI,المريجب,Al Mraijeb,7634372,,,15499,Eating and Drinking,30,Restaurant,32,55.7395401,24.26166058000001
79,40383,DED-4819,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وكافتيريا لولو,LULU RESTAURANT AND CAFETERIA,55.73930168,24.25735283,العين,Al Ain,الجيمي,AL JIMI,العامرية,Al Ameriya,7828893,,,18632,Eating and Drinking,30,Restaurant,32,55.73930167999998,24.257352830000002
80,40384,DED-4820,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ابو عامر,ABU AMER RESTAURANT,55.73919296,24.25321388,العين,Al Ain,الجيمي,AL JIMI,العامرية,Al Ameriya,7634573,,,14800,Eating and Drinking,30,Restaurant,32,55.739192960000025,24.253213879999976
81,40388,DED-4826,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم سور الصين - فرع 1,CHINA WALL RESTAURANT - BRANCH 1,55.72702789,24.24408722,العين,Al Ain,الجيمي,AL JIMI,عقدة العامرية,Ugdat Al Ameriya,7510105,AIN110088@abudhabi.net.ae,7510152,23430,Eating and Drinking,30,Restaurant,32,55.72702788999999,24.244087219999983
82,40389,DED-4827,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الارشاد,AL ERSHAD RESTAURANT,55.72451591,24.2428093,العين,Al Ain,الجيمي,AL JIMI,عقدة العامرية,Ugdat Al Ameriya,7620492,,,67394,Eating and Drinking,30,Restaurant,32,55.72451590999998,24.242809299999976
83,40390,DED-4828,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم سهيل,SUHAIL RESTAURANT,55.72451591,24.2428093,العين,Al Ain,الجيمي,AL JIMI,عقدة العامرية,Ugdat Al Ameriya,7631561,,,16750,Eating and Drinking,30,Restaurant,32,55.72451590999998,24.242809299999976
84,40404,DED-4125,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الاوبرج,L AUBRGE RESTAURANT,54.3617382,24.49352837,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 7,E7,6273070,,6271769,7722,Eating and Drinking,30,Restaurant,32,54.36173819999999,24.49352836999998
85,40411,DED-4142,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم سيالكوت,SIALKOT RESTAURANT,54.36044884,24.49188995,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 5,E5,6266256,,,72541,Eating and Drinking,30,Restaurant,32,54.360448840000004,24.491889949999972
86,40412,DED-4143,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم بيت السرور,HAPPY HOUSE RESTAURANT,54.35817909,24.49101639,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 5,E5,6274316,,6347641,72350,Eating and Drinking,30,Restaurant,32,54.35817909000002,24.491016390000027
87,40413,DED-4144,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم و مقهى الصخرة,THE ROCK RESTURANT & COFFE SHOP,54.35926819,24.49174309,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 5,E5,,,,,Eating and Drinking,30,Restaurant,32,54.35926819000002,24.49174309
88,40414,DED-4145,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الشوكة الذهبية - ذ.م.م - فرع ابوظبي 2,GOLDEN FORK RESTAURANT LLC - ABU DHABI BRANCH 2,54.36022758,24.49173355,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 5,E5,,,,,Eating and Drinking,30,Restaurant,32,54.360227580000014,24.491733549999992
89,40415,DED-4146,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,هانوي مطعم وكافيه ذ م م,HANOI RESTAURANT & CAFE - LLC,54.36044884,24.49188995,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 5,E5,6261112,hanoicafe@hotmail.com,6261641,43416,Eating and Drinking,30,Restaurant,32,54.360448840000004,24.491889949999972
90,40417,DED-4517,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم البراحة,AL BARAHA RESTURANT,55.75839043,24.22703171,العين,Al Ain,وسط المدينة,CENTRAL DISTRICT,حي الحميرة,Hai Al Humaira,7666717,,,14608,Eating and Drinking,30,Restaurant,32,55.75839043000002,24.227031710000006
91,40418,DED-4518,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الشوكة الذهبية ذ م م  ـ فرع,AL SHAWKA AL THAHABEYYA RESTAURANT L L C - BRANCH,55.76102448,24.22558212,العين,Al Ain,وسط المدينة,CENTRAL DISTRICT,حي الحميرة,Hai Al Humaira,7660336,,,18072,Eating and Drinking,30,Restaurant,32,55.76102448,24.225582120000013
92,40419,DED-4519,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ومشاوي الصفدي اللبناني,AL SAFADY RESTAURANT & GRILLS AL LEBON,55.7628212,24.22578907,العين,Al Ain,وسط المدينة,CENTRAL DISTRICT,حي الحميرة,Hai Al Humaira,7655331,,,24116,Eating and Drinking,30,Restaurant,32,55.76282120000002,24.22578907000002
93,40420,DED-4520,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم و مشاوي الخروف الذهبي,GOLDEN SHEEP RESTAURANT,55.7593174,24.22539711,العين,Al Ain,وسط المدينة,CENTRAL DISTRICT,حي الحميرة,Hai Al Humaira,7655743,,,16013,Eating and Drinking,30,Restaurant,32,55.759317399999986,24.225397110000017
94,40421,DED-4521,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الصقر,FALCON RESTAURANT,55.76427841,24.22595406,العين,Al Ain,وسط المدينة,CENTRAL DISTRICT,حي الحميرة,Hai Al Humaira,7645414,,,17538,Eating and Drinking,30,Restaurant,32,55.764278409999974,24.225954059999992
95,40423,DED-4535,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ومشاوي الكباب الخاص,AL KABAB AL KHAS RESTUARANT AND GRILLS,55.76607513,24.22779655,العين,Al Ain,وسط المدينة,CENTRAL DISTRICT,حي المضيف,Hai Al Madheef,7517512,,,1904,Eating and Drinking,30,Restaurant,32,55.76607512999999,24.227796549999994
96,40429,DED-4829,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم انديان كاري,INDIAN CARRY RESTAURANT,55.72702789,24.24408722,العين,Al Ain,الجيمي,AL JIMI,عقدة العامرية,Ugdat Al Ameriya,7628188,,7551663,80378,Eating and Drinking,30,Restaurant,32,55.72702788999999,24.244087219999983
97,40430,DED-4830,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم اورينتال كوزين,ORIENTAL CUISINE RESTURANT,55.72702789,24.24408722,العين,Al Ain,الجيمي,AL JIMI,عقدة العامرية,Ugdat Al Ameriya,7633202,,7216622,15962,Eating and Drinking,30,Restaurant,32,55.72702788999999,24.244087219999983
98,40431,DED-4831,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم توب فايف,TOP FIVE RESTAURANT,55.7244091,24.24337959,العين,Al Ain,الجيمي,AL JIMI,عقدة العامرية,Ugdat Al Ameriya,7516424,,7643458,18177,Eating and Drinking,30,Restaurant,32,55.7244091,24.243379590000018
99,40436,DED-4856,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وكافتيريا جبل المدينة,JABAL AL MADEYNA CAFETERIA& RESTAURANT,55.70622444,24.23519897,العين,Al Ain,الخبيصي,AL KHABISI,الزعفران,Al Zaafaran,7613713,,,80204,Eating and Drinking,30,Restaurant,32,55.70622444000003,24.23519897
100,40439,DED-4859,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الرواحة,AL RUWAHA RESTAURANT,55.69872475,24.23340607,العين,Al Ain,الخبيصي,AL KHABISI,المريال,Al Meryal,7611068,,,83529,Eating and Drinking,30,Restaurant,32,55.69872475,24.23340607
101,40441,DED-5923,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم كافتيريا الكلحه - فرع,AL KALHA CAFETERIA & RESTAURANT - BRANCH,54.35639572,24.47867107,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6450116,,,27751,Eating and Drinking,30,Restaurant,32,54.35639572000002,24.47867107000002
102,40442,DED-5924,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم كاولون الصيني - ذ م م,KAWLOON CHINESE  RESTAURANT -  L LC,54.354701999999996,24.47741508,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6343436,,,27259,Eating and Drinking,30,Restaurant,32,54.354701999999975,24.477415080000014
103,40443,DED-5925,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم وكافتيريا الباراشوت الذهبي,PARACHUTE GOLDEN CAFETERIA & RESTAURANT,54.3546524,24.47831345,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6333173,,6312229,28525,Eating and Drinking,30,Restaurant,32,54.35465240000002,24.478313449999973
104,40444,DED-5926,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,البندر للماكولات الشعبية,AL BANDER POPULAR MEALS RESTURANT,54.35355759,24.47596073,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,,,,,Eating and Drinking,30,Restaurant,32,54.35355758999998,24.475960729999997
105,40445,DED-5927,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم ملك المندي الطازج,KING MINDI FRESH RESTUARANT,54.3529377,24.47693443,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,,,,130692,Eating and Drinking,30,Restaurant,32,54.352937699999984,24.47693442999997
106,40446,DED-5928,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,الفرن الإيطالي للمأكولات,ILFORNO ITALEN FOOD,54.35425949,24.47799492,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6337730,,6456711,51605,Eating and Drinking,30,Restaurant,32,54.354259490000004,24.477994920000015
107,40447,DED-5929,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم فودبى العربى - ذ م م - فرع,ARAB UDUPI RESTAURANT - L L C - BRANCH,54.3529377,24.47693443,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6781334,udupi@emirates.net.ae,6794198,46519,Eating and Drinking,30,Restaurant,32,54.352937699999984,24.47693442999997
108,40448,DED-5930,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم المنصورى,AL MANSOURY RESTAURANT,54.35601234,24.47788429,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6219001,,,42756,Eating and Drinking,30,Restaurant,32,54.35601234000001,24.47788429000002
109,40449,DED-5931,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم زهرة دمشق,DAMASCUS FLOWER RESTAURANT,54.35355759,24.47596073,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6652831,,6652876,39117,Eating and Drinking,30,Restaurant,32,54.35355758999998,24.475960729999997
110,40450,DED-5932,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم جاد - فرع,GAD RESTAURANT - BRANCH,54.35074693,24.47446746,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6674544,,,32177,Eating and Drinking,30,Restaurant,32,54.350746930000014,24.474467460000028
111,40451,DED-5933,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,بلو ليلى ـ ذ م م,BLUE LILY,54.35425912,24.47799517,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6337748,bluelily@ameinfo.com,6348902,71859,Eating and Drinking,30,Restaurant,32,54.354259119999995,24.477995169999986
112,40452,DED-5934,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم امنة,AMINA RESTAURANT,54.35621452,24.47804832,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4,W4,6334910,,,37635,Eating and Drinking,30,Restaurant,32,54.35621451999998,24.478048320000028
113,40453,DED-4147,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم قصر المدينة الجديد,NEW CITY PALACE RESTAURANT,54.35878754,24.49071312,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 5,E5,,,,,Eating and Drinking,30,Restaurant,32,54.35878753999998,24.49071312000001
114,40454,DED-4154,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم نودل باول - فرع ابوظبي,NOODL BOWL RESTAURANT -  ABU DHABI BRANCH,54.46128464,24.41474533,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 57,W57,,,,105609,Eating and Drinking,30,Restaurant,32,54.461284639999974,24.414745330000017
115,40455,DED-4156,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم باك بنجاب,PAK PUNJAB RESTAURANT,54.51348648,24.35374979,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  32_1,M32_01,5514070,,5545130,12913,Eating and Drinking,30,Restaurant,32,54.51348647999998,24.353749789999995
116,40456,DED-4157,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم المدينة الملكى,ROYAL CITY RESTAURANT,54.51315689,24.35444355,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  32_1,M32_01,5513433,,,9596,Eating and Drinking,30,Restaurant,32,54.513156890000005,24.354443549999985
117,40457,DED-4162,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم صحراء المدينة,SAHAR AL MADEENA RESTAURANT,54.51466942,24.34820938,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  34,M34,,,,71698,Eating and Drinking,30,Restaurant,32,54.51466942000002,24.348209380000014
118,40459,DED-4168,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الطبق الاخضر,GREEN PLATE RESTAURANT,54.48974609,24.35921669,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  17,M17,,,,25791,Eating and Drinking,30,Restaurant,32,54.48974608999998,24.359216689999982
119,40460,DED-4169,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم 24 ساعه,24  HOURS  RESTURANT,54.48481369,24.3645153,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  17,M17,5556767,,,46917,Eating and Drinking,30,Restaurant,32,54.48481369000001,24.364515299999994
120,40461,DED-4170,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم القصر الذهبى - ذ م م,GOLDEN PALACE RESTAURANT - L L C,54.48435211,24.36334896,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  17,M17,5500340,,,34330,Eating and Drinking,30,Restaurant,32,54.484352109999975,24.363348959999996
121,40462,DED-4171,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم شكيل خان,SHAKEEL  KHAN RESTAURANT,54.48971939,24.35976219,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  17,M17,,,,14959,Eating and Drinking,30,Restaurant,32,54.489719390000005,24.359762190000026
122,40467,DED-4548,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الباب الذهبي,GOLDEN GATE RESTAURANT,55.7688942,24.22395515,العين,Al Ain,وسط المدينة,CENTRAL DISTRICT,حي السلامة,Hai Al Salama,7662467,,,16942,Eating and Drinking,30,Restaurant,32,55.76889419999998,24.223955149999995
123,40468,DED-4549,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم و حلويات الجمال المغربي,RESTAURANT  & SWEETS MAROCCAN BEAUTY,55.76688194,24.22457314,العين,Al Ain,وسط المدينة,CENTRAL DISTRICT,حي السلامة,Hai Al Salama,,,,80013,Eating and Drinking,30,Restaurant,32,55.76688194000002,24.224573140000018
124,40469,DED-4550,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم بخارة,BUKHARA RESTAURANT,55.76688194,24.22457314,العين,Al Ain,وسط المدينة,CENTRAL DISTRICT,حي السلامة,Hai Al Salama,7660059,,,15166,Eating and Drinking,30,Restaurant,32,55.76688194000002,24.224573140000018
125,40470,DED-4551,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,المطعم الممتاز,SUPER RESTAURANT,55.76919365,24.22329712,العين,Al Ain,وسط المدينة,CENTRAL DISTRICT,حي السلامة,Hai Al Salama,7665010,,,16942,Eating and Drinking,30,Restaurant,32,55.76919364999998,24.223297119999984
126,40471,DED-4552,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم البارجيل,AL BARJEEL RESTAURANT,55.76688194,24.22457314,العين,Al Ain,وسط المدينة,CENTRAL DISTRICT,حي السلامة,Hai Al Salama,7664554,,,84971,Eating and Drinking,30,Restaurant,32,55.76688194000002,24.224573140000018
127,40475,DED-4569,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الشوامس,AL SHAWAMIS RESTAURANT,55.77237701,24.21987724,العين,Al Ain,وسط المدينة,CENTRAL DISTRICT,حي السوق,Hai Al Nawaser,,,,17537,Eating and Drinking,30,Restaurant,32,55.772377010000014,24.219877240000017
128,40481,DED-4864,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الفروج الطازج  ذ م م -  فرع العين,FRESH CHICKEN RESTAURANT LLC - AL AIN BRANCH,55.64638519,24.19301605,العين,Al Ain,المقام,AL MAQAM,توام,Twam,,,,,Eating and Drinking,30,Restaurant,32,55.64638518999999,24.193016049999983
129,40482,DED-4865,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم و كافتيريا مهرة البحر,MAHARAT ALBAHAR CAFETERIA & RESTAURANT,55.64638519,24.19301605,العين,Al Ain,المقام,AL MAQAM,توام,Twam,7677433,,,18407,Eating and Drinking,30,Restaurant,32,55.64638518999999,24.193016049999983
130,40519,DED-4616,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الجسر الذهبي,AL JESR AL DHAHABI RESTAURANT,55.77357674,24.22134399,العين,Al Ain,وسط المدينة,CENTRAL DISTRICT,حي المربعة,Hai Al Murabbaa,7512276,,,19103,Eating and Drinking,30,Restaurant,32,55.77357674000001,24.22134398999998
131,40520,DED-4617,"Accommodation, Eating & Drinking",Eating & Drinking,Restaurant,مطعم الظبي,AL DHABI RESTURANT,55.77358246,24.22238541,العين,Al Ain,وسط المدينة,CENTRAL DISTRICT,حي المربعة,Hai Al Murabbaa,7660822,,,83945,Eating and Drinking,30,Restaurant,32,55.77358246,24.222385410000015
