,OBJECTID,NAMEENG,NAMEAR,CF_PHONE,CF_EMAIL,CF_FAX,CF_POBOX,FACILITYTYPE,FACILITYSUBTYPE,CLASS,HR24,OPENINGHR,CATEGORY,GRADE,SELFREPORTEDSCORECARD,CONCERNSAREA,CONFISCATIONDESTRUCTION,longitude,latitude
450,451,AL AMAL PHARMACY BRANCH,صيدلية الأمل فرع,(971)-2-5833583,suliman_amc@hotmail.com,(971)-2-5834011,11173,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.64797973999998,24.28251266000001
451,452,AL ANWAR PHARMACY,صـيدلية الانـوار,02-5554442,alanwarph0101@gmail.com,2-5554432,26911,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.509475710000004,24.37277793999999
452,453,AL BUSTAN HOSPITAL PHARMACY LLC,صيدلية مستشفي البستان ذ م م,02-6151525,projects@ahaliagroup.ae,2-6151517,2419,Pharmacy,24 Hr Pharmacy,Private,Yes,,,,,,,54.53074600000002,24.332588999999984
453,454,AL JIMI PHARMACY,صـيدلية الجـيمي,03-7636852,poneryshafi@gmail.com,3-7636722,16620,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.73930167999998,24.257352830000002
454,455,AL KAMAL PHARMACY,صـيدلية الكمــال,(971)-2-6669281,alkamal@eim.ae,(971)-2-6338208,4000,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.35033988999999,24.47581673000002
455,456,AL MANARA PHARMACY ABU DHABI MALL,صـيدلية المنارة مركز أبوظبي,02-6814644,deltamed@emirates.net.ae,2-6814645,3084,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.38326262999999,24.496008870000026
456,457,LAHORE PHARMACY L.L.C,صـيدلية لاهـور ذ.م.م,02-5522205,drzia67@yahoo.com,2-5508988,13111,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.484533,24.346138999999994
457,458,MARINA PHARMACY ALCORNICHE LLC,صيدلية مارينا الكورنيش -ذ م م,04-3466889,ahmed@marinapharmacy.com,4-3466998,135985,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.35597610000002,24.489295009999978
458,459,MED HELP PHARMACY,صيدلية ميد هلب,03-7210068,medhelppharmacy2899@gmail.com,3-7555662,65069,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.75576100000001,24.193385999999975
459,460,LIFECARE HOSPITAL IN-PATIENT PHARMACY / BRANCH 1,صيدلية مستشفى لايف كير الداخلية \ فرع 1,(971)-2-2222366,saad.lifeline@vpshealth.com,(971)-2-2222366,94666,Pharmacy,Inpatient Pharmacy,Private,Yes,,,,,,,54.52089799999999,24.360923000000014
460,461,LULU AL AIN PHARMACY-LLC-BRANCH,صيدلية لولو العين- ذ م م- فرع,3-7640677,haadpf1591@gmail.com,3-7640687,87001,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.77409743999999,24.232860570000014
461,462,MEDICINA PHARMACY BRANCH 5,صيدلية ميديسينا فرع 5,02-6261608,amro.abbas@pharmalink.ae,2-3032091,41412,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.517605,24.405707000000007
462,463,MESK ALMADINA PHARMACY,صيدلية مسك المدينة,02-6439779,hr.ammc@almariah.com,2-6439334,126640,Pharmacy,24 Hr Pharmacy,Private,Yes,,,,,,,54.38914108,24.451355929999977
463,464,MEZYAD HEALTHCARE CENTER PHARMACY,صيدلية مركز مزيد الصحي,(971)-2-7113711,ahs@seha.ae,(971)-2-7113711,111355,Pharmacy,Outpatient Pharmacy,Public,No,,,,,,,55.838172910000026,24.086020469999994
464,465,MODERN PHARMACY - SOLE PROPRIETORSHIP L.L.C.,الصيدلية الحديثة - شركة الشخص الواحد ذ م م,(971)-2-4435500,MPCAD@MODERNPHARMA.CO.AE,(971)-2-4433600,2515,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.35729218,24.486005780000028
465,466,MOTHER PHARMACY,صيدلية الام,03-7515210,mother.pharmacy@yahoo.com,3-7515822,23264,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.76969528000001,24.222357750000015
466,467,N M C SPECIALTY HOSPITAL PHARMACY - L.L.C. – 1,صيدلية مستشفى ان ام سي التخصصي  1 ذ.م.م,(971)-2-6179269,mohammed.darweesh@nmc.ae,(971)-2-6212120,6222,Pharmacy,Inpatient Pharmacy,Private,Yes,,,,,,,54.36156273,24.48244667
467,468,NADIA PHARMACY,صيدلية ناديا,(971)-2-6427282,nadiaphy@yahoo.com,(971)-2-6427282,128311,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.38302612000001,24.48333931000002
468,469,NAHEL AL AIN PHARMACY L L C,صيدلية العين ناهل ذ.م.م,03-7340488,info@alain-pharmacy.com,3-7340465,1667,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.66706799999997,24.213299000000006
469,470,MEDICLINIC PHARMACY - AL MUSAFFAH 2,صيدلية ميديكلينيك- المصفح 2,(971)-2-4066933,Bernil.Salarda@Mediclinic.ae,(971)-2-5598419,46713,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.53148299999998,24.332578000000012
470,471,AL NUAIMI PHARMACY,صـيدلية النعيـمي,(971)-2-0000000,georgeorymon69@gmail.com,(971)-2-0000000,53977,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.533123020000005,24.334266660000026
471,472,AL SAFA PHARMACY,صـيدلية الصفا,03-7552477,alsafaphy@gmail.com,3-7669920,69322,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.387716290000014,24.45975685000002
472,473,AL SHAAB PHARMACY - WLL,صيدلية الشعب - ذات مسؤولية محدودة,03-7511546,alshaabpharmacy@hotmail.com,3-7511027,15173,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.77573776000003,24.21884251
473,474,AL WADI PHARMACY,صــيدلية الـــوادي,(971)-2-6813301,rashmi.kamal13@gmail.com,(971)-2-6810630,32617,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.33459282000001,24.46543502999998
474,475,AL WAGAN HOSPITAL PHARMACY,صيدلية مستشفى الوجن,03-7017718,wayabdalla@seha.ae,3-7017732,15258,Pharmacy,Inpatient Pharmacy,Public,Yes,,,,,,,55.56575012000002,23.637324330000013
475,476,ALMANARA PHARMACY -BRANCH 7,صيدلية المنارة -فرع 7,02-5521603,safia@sinamed.ae,2-5521605,3084,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.673433999999986,24.45771400000001
476,477,ALMANARA PHARMACY BAWABAT ALSHARQ,صيدلية المنارة بوابة الشرق,02-5828270,aneermen@hotmail.com,2-5828515,3084,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.62095099999999,24.312535000000025
477,478,MEDICLINIC PHARMACY - ALNOOR - BRANCH 1,صيدلية ميديكلينيك - النور - فرع 1,(971)-2-4066933,ykhabbaz@alnoorhospital.com,(971)-2-5598419,46713,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.461635590000014,24.417179110000006
478,479,ALRIYADH PHARMACY L.L.C,صيدلية الرياض ذ.م.م,(971)-2-5829930,alriyadhph@hotmail.com,(971)-2-5829931,149149,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.64404678,24.328194619999977
479,480,ARAFAT PHARMACY W.L.L,صـيدلية عرفـات ذ م م,2-6352473,arapharma@gmail.com,2-6352473,8147,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.36371422000002,24.486631390000014
480,481,MEDICLINIC  PHARMACY ASPETAR  L.L.C.,صيدلية ميديكلينيك أسبيتار ذ.م.م,(971)-3-7667666,naser.othman@mediclinic.ae,(971)-3-7647479,68339,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.729692,24.199445000000026
481,482,BEAUTY PHARMACY L L C,صيدلية الجمال ذ م م,2-6421648,beauty.pharmacy@hotmail.com,2-6420648,1221,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.37859154,24.474266049999983
482,483,BOOTS AIRPORT PHARMACY,صيدلية بووتس المطار,02-5759816,kayed.elsaadi@alshaya.com,4-4534083,1277,Pharmacy,24 Hr Pharmacy,Private,Yes,,,,,,,54.646621700000026,24.426849370000014
483,484,BOOTS BAWABAT AL SHARQ PHARMACY,صيدلية بووتس بوابة الشرق,04-4549136,kayed.elsaadi@alshaya.com,4-4534083,1277,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.62037800000002,24.31198599999999
484,485,NMC ROYAL  WOMENS HOSPITAL PHARMACY L.L.C,صيدلية مستشفى ان ام سي رويال للمرأه ذ .م.م,(971)-2-2179269,msamneh@gmail.com,(971)-2-6212120,6222,Pharmacy,Inpatient Pharmacy,Private,Yes,,,,,,,54.393348,24.45250299999998
485,486,BUDOOR PHARMACY,صـيدلية بـــدور,03-7685005,pharmbudoor@hotmail.com,3-7682806,18235,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.63656997999999,24.191649439999992
486,487,BURJEEL PHARMACY - BARARI MALL L.L.C.,صيدلية برجيل - براري مول ذ.م.م,(971)-2-2222366,saad.lifeline@vpshealth.com,(971)-2-2222366,94666,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.829961000000026,24.08636899999999
487,488,BURJEEL PHARMACY LLC,صيدلية برجيل ذ م م,02-2222366,saad.lifeline@vpshealth.com,2-2222366,94666,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.670027000000005,24.522666000000015
488,489,COSMESURGE AND EMIRATES HOSPITAL PHARMACY L.L.C,صيدلية كوزمسيرج ومستشفى الامارات ذ.م.م,(971)-2-4460065,haad@emirateshospital.ae,(971)-2-4460098,30907,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.37384033000001,24.4596138
489,490,SHADA PHARMACY L.L.C,صيدلية شدا ذ م م,(971)-2-6265965,LOBNA.TAALAB@GMAIL.COM,(971)-2-6265965,5478,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.377114000000006,24.503612999999973
490,491,SHAREEF PHARMACY W L L,صـيدلية شــريف ذ.م.م,(971)-2-6772691,shareef330@yahoo.com,(971)-2-6772691,46276,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.371412280000015,24.49670028999998
491,492,SUPER CARE PHARMACY - BRANCH OF ABU DHABI 2,صيدلية سوبركير - فرع أبوظبي 2,02-6653350,hanan.a@supercare.ae,2-6653359,118347,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.523888,24.333146
492,493,TALAT PHARMACY,صـيدلية طــلعت,(971)-2-6316477,talatmed@emirates.net.ae,(971)-2-6316474,25339,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.37030028999999,24.479960440000013
493,494,TOWER PHARMACY LLC,صيدلية البرج  ذ م م,02-5833349,newtowerpharmacy@gmail.com,2-5834669,11575,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.638654710000026,24.294347759999994
494,495,WELCOME PHARMACY,صيدلية مرحبا,02-5506282,aks4525_zaman@yahoo.com,2-5506282,8641,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.51922225999999,24.348372460000007
495,496,ZAKHER HEALTHCARE CENTER PHARMACY,صيدلية مركز زاخر الصحي,03-7461654,ahs@seha.ae,3-7461030,111355,Pharmacy,Outpatient Pharmacy,Public,No,,,,,,,55.69229317000003,24.148117070000012
496,497,NEW MEDICAL CENTRE PHARMACY - L.L.C -AL AIN - NMC,صـيدلية المركــز الطــبي الجــديد - ذ م م - العين,03-7030322,the-immortal18@hotmail.com,3-7553377,84142,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.74229430999998,24.230326649999995
497,498,NIDHAM GHIYATHI PHARMACY,صيدلية نظام غياثي,02-8741791,nidhamghiyathi@yahoo.com,2-8741791,79450,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,52.80845399999998,23.843628000000024
498,499,QUALITY PHARMACY,صيدلية الجودة,03-7834788,mohammedf33@yahoo.com,3-7834788,22278,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.59146308999999,24.204338070000006
499,500,RAFA PHARMACY L.L.C,صيدلية رافا  ذ.م.م,(971)-3-7657009,rafa@asterpharmacy.com,(971)-3-7657009,84467,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.76076508,24.225558279999973
500,501,RIMA PHARMACY,صـيدلية ريمــا,(971)-2-6744214,pharmacy@nationalhospital.ae,(971)-2-6720900,30666,Pharmacy,24 Hr Pharmacy,Private,Yes,,,,,,,54.37308883999998,24.490056990000028
501,502,SAMAYA PHARMACY LLC,صيدلية سمايا ذ م م,(971)-2-6106060,info@samayahospital.ae,(971)-2-4455558,111970,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.37092000000001,24.433869000000016
502,503,GOLDEN TULIP PHARMACY L L C,صيدلية جولدن توليب ذ.م.م,02-5556609,ahmedalmasri1@gmail.com,2-5556601,29827,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.49099100000001,24.362964999999974
503,504,GREEN LIFE PHARMACY,صيدلية جرين لايف,02-4481772,greenlife.pharma.uae@gmail.com,2-4481773,6012,Pharmacy,24 Hr Pharmacy,Private,Yes,,,,,,,54.53520500000002,24.332527000000027
504,505,HAMED PHARMACY,صـيدلية حـامد,(971)-3-7624600,hameed__pharm@yahoo.com,(971)-3-7624511,16105,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.74570464999999,24.242027280000002
505,506,FAKIH MEDICAL CENTER PHARMACY L L C,صيدلية مركز فقيه الطبي ذ م م,(971)-2-6265770,ahmed.almasri@fakihivf.com,(971)-2-4435598,31453,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.367418999999984,24.466680999999994
506,507,FAMILY PHARMACY,صيدلية العائلة,02-6317417,elizabeth.roymon@yahoo.com,2-6334616,27700,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.364257810000026,24.481484410000007
507,508,HEALTH FIRST PHARMACY - BRANCH 18,صيدلية هيلث فيرست - فرع 18,02-6219780,NOURRAMADAN@PLANETME.AE,2-6219720,9690,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.69491799999997,24.57257900000002
508,509,HEALTH FIRST PHARMACY - BRANCH 3,صيدلية هيلث فيرست - فرع 3,02-5527070,nourramadan@planetme.ae,2-5527025,9690,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.535341259999996,24.329370499999982
509,510,FIRST MEDICAL CENTER PHARMACY L.L.C.,صيدلية المركز الطبي الاول ذ م م,(971)-2-6656600,info@fmc.co.ae,(971)-2-6656500,27934,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.34704590000001,24.463993070000015
510,511,FUTURE PHARMACY,صـيدلية المسـتقبل,02-6740090,fut.pharmacy@gmail.com,2-6740104,52571,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.37763214,24.502140999999995
511,512,HEALTH POINT HOSPITAL LLC INPATIENT PHARMACY,الصيدلية الداخلية لمستشفى هيلث بوينت ذ م م,02-4929110,mpadua@mdcbms.ae,2-4929011,112308,Pharmacy,Inpatient Pharmacy,Public,Yes,,,,,,,54.452957000000026,24.41902700000003
512,513,IBN SINA PHARMACY L.L.C,صيدلية ابن سينا ذ.م.م,(971)-2-6815630,bsp.marinaml@akigroup.com,(971)-2-6815640,4236,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.32109451000002,24.476179119999983
513,514,IBN SINA PHARMACY L.L.C. - BRANCH 4,صيدلية ابن سينا ذ.م.م - فرع 4,02-4498140,bsp.muroor@akigroup.com,2-4498399,4236,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.43948363999999,24.433445930000005
514,515,SPECIALIZED UNIVERSITY MEDICAL CENTRE PHARMACY,صيدلية مركز الجامعة الطبي التخصصي,03-7665555,isamugamer@gmail.com,3-7658777,65892,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.75299411499998,24.220687821000013
515,516,Madinat Khalifa Healthcare Center Pharmacy,صيدلية مركز مدينة خليفة الصحي,(971)-2-7113711,ahs@seha.ae,(971)-2-7113711,111355,Pharmacy,Outpatient Pharmacy,Public,No,,,,,,,54.56479999999999,24.42751666999999
516,517,BEHAVIORAL SCIENCE PAVILION OUTPATIENT PHARMACY,الصيدلية الخارجية لجناح العلوم السلوكية,(971)-2-8193257,ryoussif@skmc.ae,(971)-2-6103299,51900,Pharmacy,Outpatient Pharmacy,Public,No,,,,,,,54.365573944000005,24.47093572900002
517,518,KOHAT PHARMACY,صيدلية كوهات,02-5555555,kohatpharmacy@yahoo.com,2-5555555,0,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.48839400000003,24.352780999999993
518,519,AIN AL KHALEEJ HOSPITAL PHARMACY,صيدلية مستشفى عين الخليج,03-7099600,skumar@ak-hospital.com,3-7099601,88206,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.72409499999998,24.245997999999986
519,520,AL AIN PHARMACY - (LLC) - BRANCH 9,صيدلية العين - ذات مسئولية محدودة - فرع 9,(971)-3-7663301,m.nazzal@alain-pharmacy.com,(971)-3-7663301,1667,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.715147,24.243449999999996
520,521,AL AIN PHARMACY- LLC-BRANCH 2,صيدلية العين- ذات مسئولية محدودة-فرع 2,(971)-3-7669885,m.nazzal@alain-pharmacy.com,(971)-3-7669884,1667,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.54483699999997,24.21340600000002
521,522,AL FALAH HEALTHCARE CENTER PHARMACY,صيدلية مركز الفلاح الصحي,(971)-2-7113711,ahs@seha.ae,(971)-2-7113711,111355,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.741544999999974,24.464125000000024
522,523,AL HANAN PHARMACY W L L,صـيدلية الحنــان - ذ.م.م,(971)-2-4478990,nancy-nb@hotmail.com,(971)-2-4478992,43236,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.385660169999994,24.46489716000002
523,524,AL IMAN PHARMACY,صيدلية الايمـان,02-4462156,imanpharmacy@yahoo.com,2-4462152,45449,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.38693237000001,24.451937680000015
524,525,AL MANARA PHARMCY-WORLD TRADE CENTER,صيدلية المنارة-مركز التجارة الدولي,(971)-2-6331618,deltamed@delta-uae.com,(971)-2-6331614,3084,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.357844,24.487387000000012
525,526,AL MAZROEI PHARMACY,صـيدلية المزروعـي,(971)-2-6714007,M.WAHID@ALMAZ.NET.AE,(971)-2-6711355,47164,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.37479019,24.48526382
526,527,AL MUZN PHARMACY,صيدلية المزن,03-7809948,almuzanpharmacy@gmail.com,3-7809948,80204,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.844019,24.088983999999982
527,528,LA ROCHE PHARMACY  L L C,صيدلية لاروش ذ م م,02-6455899,as-hammad@outlook.com,2-6455896,25183,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.381217960000015,24.496299739999984
528,529,MANSOUR PHARMACY,صـيدلية منصـــور,02-6422287,mansourpharmacyuae@yahoo.com,2-6425626,28882,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.36657905999999,24.476003649999996
529,530,MECCA PHARMACY,صيدلية مكــة,(971)-3-7518779,makka_pharm@yahoo.com,(971)-3-7518776,84857,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.75839043000002,24.227031710000006
530,531,LEYLAN PHARMACY LLC,صيدلية ليلان ذ م م,02-5532076,leylansorani@yahoo.com,2-5532079,36440,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.534970999999985,24.340917999999988
531,532,BURJEEL PHARMACY  L.L.C. - BRANCH 13,صيدلية برجيل ذ.م.م - فرع 13,(971)-2-2222336,saad.lifeline@vpshealth.com,(971)-2-2222336,94666,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.60882700000002,24.488796999999977
532,533,MEDI PRIME PHARMACY,صيدلية ميدي برايم,(971)-2-6229993,alawadahmed@hotmail.com,(971)-2-6280399,31691,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.36686707000001,24.47741603999998
533,534,LLH HOSPITAL PHARMACY- LLC,صيدلية مستشفى ال ال اتش - ذ م م,2-2222366,saad.lifeline@vpshealth.com,2-2222366,94666,Pharmacy,Inpatient Pharmacy,Private,Yes,,,,,,,54.36489104999998,24.487705230000017
534,535,MEDICINA INTERNATIONAL PHARMACY,صيدلية ميديسينا الدولية,02-4496744,amro.abbas@pharmalink.ae,2-4496899,41412,Pharmacy,24 Hr Pharmacy,Private,Yes,,,,,,,54.43300247000002,24.43444538
535,536,LULU AL AIN PHARMACY - LLC,صيدلية لولو العين - ذ م م,(971)-3-7212330,haadpf1547@gmail.com,(971)-3-7212440,87001,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.7617836,24.20307636000001
536,537,MEDICINA PHARMACY - BRANCH 11,صيدلية ميديسينا - فرع 11,02-3042020,amro.abbas@pharmalink.ae,2-6261608,41412,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.55357099999998,24.401396999999974
537,538,MEDICINA PHARMACY -BRANCH 6,صيدلية ميديسينا فرع 6,02-5846880,amro.abbas@pharmalink.ae,2-5846881,41412,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.73979600000001,24.443493999999987
538,539,MEDICLINIC PHARMACY - ALAIN - BRANCH 1,صيدلية ميديكلينيك - العين - فرع 1,(971)-3-7667666,naser.othman@mediclinic.ae,(971)-3-7647479,14444,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.768020630000024,24.222841259999996
539,540,MEDSTAR HAMDAN PHARMACY L.L.C,صيدلية ميدستار حمدان ذ م م,(971)-4-4137176,ykhabbaz@alnoorhospital.com,(971)-4-4137176,46713,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,53.704715729999975,23.650624279999988
540,541,AL QADI ADVANCED PHARMACY-LLC,صيدلية  القاضي  المتقدمة - ذ م م,02-4437777,alqadime@eim.ae,2-4439797,468,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.368688580000025,24.44190979000001
541,542,AL QADI PHARMACY & ESTABLISHMENT. L.L.C.,صـيدلية ومؤسسـة القـاضي ذ. م.م,02-6341122,alqadime@eim.ae,2-6341122,468,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.368688580000025,24.44190979000001
542,543,AL RAHBA HOSPITAL PHARMACY - OUTPATIENT PHARMACY,صيدلية مستشفى الرحبة- صيدلية خارجية,02-5064006,rahbaceo@seha.ae,2-5064000,34555,Pharmacy,Outpatient Pharmacy,Public,No,,,,,,,54.69444275000001,24.572727199999974
543,544,AL RAYYAN PHARMACY,صيدلية الريان,03-7351190,alrayyan.phy@gmail.com,3-7351190,84281,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.5664711,23.640230180000003
544,545,AL SALAMA HOSPITAL PHARMACY L.L.C,صيدلية مستشفي السلامه ذ.م.م,02-6966777,amro.abbas@pharmalink.ae,2-6774794,46266,Pharmacy,24 Hr Pharmacy,Private,Yes,,,,,,,54.37655066999997,24.499809270000014
545,546,AL SALAMA ONE DAY SURGERY CENTER PHARMACY L.L.C,صيدلية مركز السلامة لجراحة اليوم الواحد ذ.م.م,(971)-529800112,amro.abbas@pharmalink.ae,(971)-2-6711440,26466,Pharmacy,24 Hr Pharmacy,Private,Yes,,,,,,,54.637249999999995,24.305632000000003
546,547,AL SHAM PHARMACY L L C,صـيدلية الشـام ذ م م,(971)-2-6318929,alshampharmacy@yahoo.com,(971)-2-6320928,48394,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.36591721000002,24.47952461
547,548,AL WAZEER PHARMACY,صـيدلية الوزيـــر,3-7636326,alwazirpharmacy@yahoo.com,3-7636426,69482,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.739183430000026,24.261083600000006
548,549,AL YAHAR HEALTHCARE CENTER PHARMACY,صيدلية مركز اليحر الصحي,03-7462108,ahs@seha.ae,3-7461010,111355,Pharmacy,Outpatient Pharmacy,Public,No,,,,,,,55.564174649999984,24.232596399999977
549,550,ALAIN PHARMACY - (LLC) - BRANCH 7,صيدلية العين - ذات مسئولية محدودة - فرع 7,(971)-3-7669772,m.nazzal@alain-pharmacy.com,(971)-3-7669773,1667,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.660307999999986,24.197287000000017
550,551,ALRAHA PHARMACY - BRANCH 1,صيدلية الراحة - فرع 1,02-6669073,rxgahs617@yahoo.com,2-6666502,3112,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.351095199999975,24.47545242000001
551,552,ALSHAMIL PHARMACY LLC,صيدلية الشامل ذ م م,(971)-2-5555684,alshamilpharmacy@yahoo.com,(971)-2-4457712,61429,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.48798900000003,24.345800999999994
552,553,Al Jahli Healthcare Center Pharmacy,صيدلية مركز الجاهلي الصحي,(971)-2-7113711,ahs@seha.ae,(971)-2-7113711,111355,Pharmacy,Outpatient Pharmacy,Public,No,,,,,,,55.748765950000006,24.212528229999975
553,554,BAGHDAD PHARMACY L.L.C,صـيدلية بغـــداد ذ.م.م,(971)-2-5523040,baghdadpharmacy1@gmail.com,(971)-2-5523044,9697,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.534093859999984,24.32423591999998
554,555,BASSEM PHARMACY,صـيدلية باســم,02-4466468,bassempharmacy@hotmail.com,2-4466468,4765,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.38187026999998,24.463623050000024
555,556,BEVERLY HILLS PHARMACY L L C,صيدلية بيفرلي هيلز ذ.م.م.,(971)-2-2222494,hazy.k@beverlyhillsmedical.ae,(971)-2-4448485,41080,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.380930999999975,24.457042
556,557,BOOTS DEERFIELDS PHARMACY,صيدلية بووتس ديرفيلدز,02-6120850,kayed.elsaadi@alshaya.com,4-4534083,1277,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.67126400000001,24.52422899999999
557,558,BOOTS PHARMACY AL WAHDA CENTER,صيدلية بووتس الوحدة سنتر,02-6958243,Kayed.elsaadi@alshaya.com,4-4534083,1277,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.372758999999974,24.470135000000028
558,559,BUDOOR PHARMACY - BRANCH 1,صيدلية بدور - فرع 1,(971)-3-7648002,pharmabudoor2@gmail.com,(971)-3-7648002,80204,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,55.63646699999998,24.191731000000004
559,560,BURJEEL HOSPITAL PHARMACY L.L.C.,صيدلية مستشفى برجيل ذ.م.م,(971)-2-2222366,saad.lifeline@vpshealth.com,(971)-2-2222366,7400,Pharmacy,24 Hr Pharmacy,Private,Yes,,,,,,,54.38098144999998,24.479316709999978
560,561,DANAT AL EMARAT HOSPITAL FOR WOMEN AND CHILDERN LLC IN-PATIENT PHARMACY,صيدلية مستشفى دانة الإمارات للنساء والأطفال ذ م م الداخلية,02-6149999,smsoleman@uems.ae,2-6510088,60991,Pharmacy,Inpatient Pharmacy,Private,Yes,,,,,,,54.501306,24.396649000000025
561,562,DOCTOR SHERIF MATTAR PHARMACY L L C,صيدلية الدكتور شريف مطر ذ. م. م,(971)-2-5588815,sherif@drsmmc.ae,(971)-2-5588131,63293,Pharmacy,Outpatient Pharmacy,Private,No,,,,,,,54.49832500000002,24.410349999999994
