,OBJECTID,CFID,CF_GROUP,CF_CATEGORY,CF_SUBCATEGORY,CF_NAMEAR,CF_NAMEENG,CF_LONG,CF_LAT,REGIONNAMEAR,REGIONNAMEENG,DISTRICTNAMEAR,DISTRICTNAMEENG,CMNTYNAMEAR,CMNTYNAMEENG,CF_PHONE,CF_EMAIL,CF_FAX,CF_POBOX,LGRPNAME,LGRPINDEX,LAYERNAME,longitude,latitude
307,41743,DED-825,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيه الموعد,APPOINTMENT CAFE,54.37107084,24.47927713,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 18_2,E18_02,,,,,Eating and Drinking,30,Cafe,54.371070840000016,24.479277130000014
308,41756,DED-1637,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى القلعة,CASTLE CAFE,54.64086342,24.28517342,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس غرب 4,WB4,5832339,,,57406,Eating and Drinking,30,Cafe,54.64086342000002,24.28517341999998
309,41758,DED-1639,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات بنى ياس,BANIYAS REFRESHMENTS & CAFE,54.63920656,24.28649921,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس غرب 4,WB4,,,,,Eating and Drinking,30,Cafe,54.63920655999999,24.286499209999988
310,41759,DED-1640,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,زهرة الجبل كوفي شوب,ZAHRAT AL JABEL COFFEE SHOP,54.63920784,24.28649902,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس غرب 4,WB4,,,,74248,Eating and Drinking,30,Cafe,54.63920783999998,24.286499020000008
311,41760,DED-1641,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الطير المهاجر كافيه,MIGRANT BIRDS CAFE,54.64086342,24.28517342,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس غرب 4,WB4,,,,,Eating and Drinking,30,Cafe,54.64086342000002,24.28517341999998
312,41775,DED-2976,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,لى كافليير كافيه,CAFE LE CAVALIER,54.36544748,24.48390792,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_1,E4_01,,,,,Eating and Drinking,30,Cafe,54.36544748,24.48390791999998
313,41776,DED-2977,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ابوظبى للانترنت,ABU DHABI NTERNET CAFE,54.36545563,24.48391151,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_1,E4_01,26331030,,26331030,38305,Eating and Drinking,30,Cafe,54.365455629999985,24.483911509999984
314,41778,DED-2979,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات كامننا,KAMNINA CAFE & REFRESHMENTS,54.36332629,24.48072939,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_1,E4_01,6330442,,,28643,Eating and Drinking,30,Cafe,54.363326289999975,24.480729390000022
315,41790,DED-921,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,أسير الغرام للانترنت,ASEER AL GRAM INTERNET,54.53193106,24.32300985,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق12,ME12,,,,,Eating and Drinking,30,Cafe,54.53193105999998,24.323009850000005
316,41792,DED-923,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الغدير للإنترنت  ذ م م,ALGHADEER INTERNET  L L C,54.53186997,24.32381028,أبوظبي,Abu Dhabi,مدينة محمد بن زايد,Mohamed Bin Zayed City,محمد بن زايد شرق12,ME12,5523894,,5523893,57162,Eating and Drinking,30,Cafe,54.53186997,24.323810279999975
317,41798,DED-1644,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ارض السماوي انترنت,AL SAMAWI  LAND  INTERNET,54.64055484,24.28546138,أبوظبي,Abu Dhabi,بنى ياس,Baniyas,بني ياس غرب 4,WB4,,,,,Eating and Drinking,30,Cafe,54.64055483999999,24.285461380000015
318,41804,DED-1677,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الغاية لخدمات الإنترنت,AL GAYA  INTERNET SERVICE,54.4873891,24.34602224,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  40,M40,,,,,Eating and Drinking,30,Cafe,54.48738909999997,24.346022240000025
319,41805,DED-1678,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الرحمة انترنت كافيه,AL RAHMA  INTERNET CAFE,54.48950195,24.35036087,أبوظبي,Abu Dhabi,مصفح,Musaffah,مصفح  40,M40,,,,,Eating and Drinking,30,Cafe,54.489501949999976,24.350360869999975
320,41847,TCA-AD-44492,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الخيمة ميركوري كافيه,AL KHAYMA MERCURE CAFFE,54.46722412,24.42540073,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 48,E48,+9713838888,sam@mercure-alain.ae,+97137838786,24476,Eating and Drinking,30,Cafe,54.467224120000026,24.42540072999998
321,41935,TCA-AD-46631,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ميركوري اوراينت كافيه,MERCURE ORIENT CAFE,54.3561573,24.47048187,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 4_1,W4_01,+9713838888,sam@mercure-alain.ae,+97137838786,24476,Eating and Drinking,30,Cafe,54.35615730000001,24.470481870000015
322,41936,TCA-AD-47215,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,بالم كورت كوفي شوب,PALM COURT COFFEE SHOP,54.37945366,24.46564102,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 19_1,E19_01,+97137686666,alain@hilton.com,+97137687032,1333,Eating and Drinking,30,Cafe,54.379453660000024,24.46564102000002
323,42314,TCA-AD-43142,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,إتريوم كوفي,ATRIUM CAFE,54.36482239,24.48221684,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_1,E4_01,+97137545111,osama.gandour@rotana.com,+97137544749,1210,Eating and Drinking,30,Cafe,54.36482238999997,24.482216839999978
324,42315,TCA-AD-43143,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,بليندز كافيه,BLENDZ CAFE,54.36371613,24.48474503,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 4_1,E4_01,+97126520000,mail@cristalhospitality.com,+97126520001,72898,Eating and Drinking,30,Cafe,54.36371613,24.48474503
325,42317,TCA-AD-43357,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيه تروتوار,CAFE TROTTOIR,54.37090874,24.4908371,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 11,E11,+97126720100,gm@cityseasonsabudhabi.com,+97126780803,4706,Eating and Drinking,30,Cafe,54.370908740000004,24.49083710000002
326,42402,TCA-AD-43824,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيه دي العين بالاس,CAFE DE AL AIN PALACE,54.36502266,24.49697876,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 9_1,E9_01,+97126794777,aphexoff@emirates.net.ae,+97126795713,33,Eating and Drinking,30,Cafe,54.36502266000002,24.49697875999999
327,42447,TCA-AD-43915,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,بيانو لونج كافيه,PIANO LOUNG CAFE,54.32859802,24.45734692,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 32,W32,+97126666888,abudhabi@icauh.ae,+97126667885,4171,Eating and Drinking,30,Cafe,54.328598020000015,24.45734692000002
328,42490,TCA-AD-43996,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,لوبي لاونش كافيه,LOBBY LOUNGE CAFE,54.32571983,24.4628849,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 43,W43,+97126811900,abudhabi@hilton.com,+97126811696,877,Eating and Drinking,30,Cafe,54.325719830000025,24.462884900000006
329,42575,TCA-AD-44295,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,سويت كافيه,SUIT CAFE,54.38428497,24.49455643,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,+97126443000,beach.hotel@rotana.com,+97126979094,4500,Eating and Drinking,30,Cafe,54.38428497000001,24.49455642999999
330,42576,TCA-AD-44296,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كولومبيا ون كافيه,CAFE COLUMBIA ONE,54.38428497,24.49455643,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,+97126443000,beach.hotel@rotana.com,+97126979094,45200,Eating and Drinking,30,Cafe,54.38428497000001,24.49455642999999
331,42577,TCA-AD-44297,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,النبع لانج كوفي شوب,AL NABA`A LOUNGE COFFEE SHOP,54.3842144,24.49640083,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,+97126543333,ali.abadeh@fairmont.com,+97126543322,114304,Eating and Drinking,30,Cafe,54.38421440000002,24.496400830000027
332,42581,TCA-AD-44401,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,لابالما كوفي شوب,LAPALMA COFFEE SHOP,54.37117767,24.47712326,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 18_1,E18_01,+97126420900,diarpalm@eim.ae,+97126791000,2406,Eating and Drinking,30,Cafe,54.37117767000001,24.477123259999985
333,42627,DED-8884,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفى شوب الحظ السابع,LUCKY SEVEN COFFEE SHOP,54.36826706,24.47196198,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 13_1,W13_01,6341446,,,38330,Eating and Drinking,30,Cafe,54.368267059999994,24.471961980000003
334,42647,TCA-AD-42491,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفي شوب الفنجان,AL FINJAN COFFE SHOP,54.38109016,24.49901581,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16,E16,+97126446666,lemeriden.abudhabi@lemeridien.ae,+97126456160,46066,Eating and Drinking,30,Cafe,54.381090159999985,24.499015810000003
335,42648,TCA-AD-42492,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ملتقى المنزل كوفي شوب,MULTAQA AL MANZEL COFFEE SHOP,54.3788681,24.49590683,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16,E16,+97126448000,info@almanzel-hotelapartment.ae,+97126444492,129666,Eating and Drinking,30,Cafe,54.37886809999998,24.495906830000024
336,42660,DED-6919,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيه فيرينزى,CAFE FIRENZE,54.35033989,24.47581673,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 7_1,W7_01,6660955,,6654338,41648,Eating and Drinking,30,Cafe,54.35033988999999,24.47581673000002
337,42661,DED-6920,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات الحرافيش,AL HARAFISH REFRESHMENTS & COFFE SHOP,54.35096169,24.4769516,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 7_1,W7_01,6664453,,,71865,Eating and Drinking,30,Cafe,54.35096169000002,24.476951600000007
338,42667,DED-8974,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيه الكابتن,CAPTAIN CAFE,54.35373341,24.48765979,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 1,W1,,,,,Eating and Drinking,30,Cafe,54.35373341000002,24.48765979000001
339,42668,DED-9002,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,لبنان اكسبرس كوفي شوب - ذ م م,LEBANESE EXPRESS COFEE SHOP - L L C,54.35173035,24.479501720000002,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 6,W6,6665335,ralshaibani@hotmail.com,6651321,35525,Eating and Drinking,30,Cafe,54.351730350000025,24.479501719999973
340,42673,DED-9217,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كابيتل كافيه - ذ م م,CAPITAL CAFE - L L C,54.38282013,24.49440575,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,6447470,khalfans@adcci.gov.ae,6332934,37208,Eating and Drinking,30,Cafe,54.38282013000003,24.49440575
341,42674,DED-9219,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيه اللونش,THE LOUNGE CAFE,54.38328814,24.49599652,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,,,,,Eating and Drinking,30,Cafe,54.38328813999999,24.495996520000006
342,42683,TCA-AD-35601,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفي شوب ليالي شهريار,LAYALI SHAHRYAR COFFEE SHOP,54.72105026,24.61657143,أبوظبي,Abu Dhabi,أبومريخة,Abu Mureikhah,ابو مريخه,Abu Mureikhah,+97125638557,ictllc@emirates.net.ae,+97125638413,77431,Eating and Drinking,30,Cafe,54.72105026000003,24.616571430000022
343,42709,DED-9218,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى الشارع الجديد,NEW STREET CAFE,54.37972877,24.49103085,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,6457782,,,96109,Eating and Drinking,30,Cafe,54.379728769999986,24.491030850000016
344,42711,DED-9221,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافيه بلازا,CAFE PLAZA,54.37939453,24.49142933,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,6615354,,,1432,Eating and Drinking,30,Cafe,54.37939453000001,24.491429330000017
345,42712,DED-9222,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كافية دوروا - فرع,CAFE DU ROI - BRANCH,54.38326263,24.49600887,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,6816367,,6816655,25024,Eating and Drinking,30,Cafe,54.38326262999999,24.496008870000026
346,42713,DED-9223,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,موكا كافيه,MOKA CAFE,54.38328814,24.49599652,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,4438585,,6668896,44366,Eating and Drinking,30,Cafe,54.38328813999999,24.495996520000006
347,42714,DED-9224,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الفريدو كافيه  ذ م م,AL FREDO CAFE  L L C,54.38326263,24.49600887,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,6452020,alfredo1866@yahoo.com,6455006,25950,Eating and Drinking,30,Cafe,54.38326262999999,24.496008870000026
348,42715,DED-9225,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,دانكن دونتس - فرع,DUNKIN DONUTS - BRANCH,54.38328814,24.49599652,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_1,E16_01,6452070,dunkindonutsuae@yahoo.com,6452070,39423,Eating and Drinking,30,Cafe,54.38328813999999,24.495996520000006
349,42742,DED-6242,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى و مأكولات الطاحونة,MILL COFFEE SHOP & FOODS,54.38335501,24.48890727,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_2,E16_02,,,,,Eating and Drinking,30,Cafe,54.38335501,24.488907270000027
350,42743,DED-6243,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهي الطاحونة  ذ.م.م,MILL COFFEE SHOP L.L.C.,54.38335419,24.48890686,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_2,E16_02,,,,70033,Eating and Drinking,30,Cafe,54.38335418999998,24.488906859999986
351,42746,DED-7230,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,شركة دارين العالمية -  ذ م م -  فرع,DAREEN INTERNATIONAL COMPANY - LLC - BRANCH,54.34569825,24.47226986,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 8,W8,4549110,AD248225@ABUDHABI.NET.AE,4534083,1277,Eating and Drinking,30,Cafe,54.34569825,24.472269859999983
352,42747,DED-7231,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,لى بونت كافيه,LE PONT CAFE,54.34773254,24.4743042,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 8,W8,6664022,k_uae2007@yahoo.com,6668022,3110,Eating and Drinking,30,Cafe,54.34773253999998,24.474304200000006
353,42748,DED-7232,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ميس جى كافيه,MISS J CAFE,54.34646546,24.47290361,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 8,W8,6667800,,6673333,526,Eating and Drinking,30,Cafe,54.34646545999999,24.472903610000003
354,42753,DED-7255,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,صالة الرأس الاخضر للانترنت,AL RAAS AL AKHDAR INTERNET HALL,54.3746483,24.49968407,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 13,E13,6766648,raymondc@emirates.net.ae,,39132,Eating and Drinking,30,Cafe,54.37464829999999,24.49968407
355,42769,TCA-AD-36840,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,لي كافية,LE CAFE,54.31750679,24.46211624,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,الرأس الاخضر,Ras Al Akhdar,+97126909000,ALAA.HSBOSH@KEMPINSKI.COM,+97126908611,39999,Eating and Drinking,30,Cafe,54.31750678999998,24.46211624
356,42779,DED-6245,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كنارى انترنت كافيه - ذ م م - فرع,CANARY INTERNET CAFE - L L C - BRANCH,54.38301736,24.49047627,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_2,E16_02,,,,,Eating and Drinking,30,Cafe,54.38301736,24.490476269999988
357,42780,DED-6246,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,التنين للانترنت,DRAGON INTERNET,54.38450241,24.48970985,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_2,E16_02,,,,37303,Eating and Drinking,30,Cafe,54.38450240999998,24.489709849999997
358,42781,DED-6247,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ليالي البرنس,LAYALI ALPRINCE CAFE,54.38369942,24.49107552,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_2,E16_02,6451880,,,53992,Eating and Drinking,30,Cafe,54.38369942000003,24.49107551999998
359,42783,DED-6249,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفى شوب ليالي الشوق,LAYALI AL SHOUQ COFFEE SHOP,54.38446617,24.49016762,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_2,E16_02,4411467,,,25920,Eating and Drinking,30,Cafe,54.384466169999996,24.490167620000022
360,42784,DED-6250,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,جلاسي كافيه,GLACE CAFE,54.38500293,24.49010519,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_2,E16_02,,,,,Eating and Drinking,30,Cafe,54.385002929999985,24.49010519000001
361,42786,DED-6252,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى سن مارين,SUN MARINE CAFE,54.38376999,24.49015808,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_2,E16_02,6421669,,,51701,Eating and Drinking,30,Cafe,54.38376999000002,24.490158080000015
362,42790,DED-7257,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى و كافتيريا صعيد مصر - فرع,SAEED MASR CAFE & CAFETERIA -  BRANCH,54.37413319,24.50230023,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 13,E13,,,,,Eating and Drinking,30,Cafe,54.37413319000001,24.502300230000003
363,42791,DED-7258,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,خط الارض انترنت كافية ذ م م,LAND LINE INTERNET CAFE LLC,54.37516785,24.50093842,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 13,E13,,,,4941,Eating and Drinking,30,Cafe,54.375167850000025,24.50093842000001
364,42793,DED-7260,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,صالة بايت للانترنت,BYTE INTERNET HALL,54.37576555,24.49911613,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 13,E13,,,,,Eating and Drinking,30,Cafe,54.37576554999998,24.499116130000004
365,42795,DED-7262,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفي شوب شباب العروبة ذ م م,SHABAB AL OROUBA COFFEE SHOP - LLC,54.37494659,24.49845123,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 13,E13,,,,446620,Eating and Drinking,30,Cafe,54.37494658999998,24.49845123
366,42796,DED-7263,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,صالة رووودي للآنترنت,ROOODI INTERNET HALL,54.37501587,24.49905636,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 13,E13,,,,,Eating and Drinking,30,Cafe,54.37501587000003,24.499056359999997
367,42797,DED-7264,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات ليالى محمودية,LAALI MAHMOODIYYA CAFE & REFRESHMENT,54.37446594,24.50253677,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 13,E13,,,,53922,Eating and Drinking,30,Cafe,54.37446593999999,24.502536770000006
368,42798,DED-7265,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,ليالينا كوفي شوب ـ ذ م م,LAYALINA COFFEE SHOP  L L C,54.37516789,24.50093885,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 13,E13,,,,,Eating and Drinking,30,Cafe,54.37516789,24.50093885000001
369,42799,DED-7266,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوبا تيستي برجر,CUBA TASTY BURGER,54.3734684,24.50182915,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 13,E13,6661255,,,110819,Eating and Drinking,30,Cafe,54.37346839999998,24.501829149999992
370,42812,DED-9382,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,فيرني كوفي شوب,FERNEY  COFFEE SHOP,54.37091827,24.4691515,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 14_2,W14_02,4435544,omar-baswaid@hotmail.com,0,127700,Eating and Drinking,30,Cafe,54.370918270000004,24.46915150000001
371,42814,DED-9384,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوستا ( فرع الامارات لمحلات الترفية ( ش ذ م.م ) - شارع مطار,COSTA ( BR. OF EMIRATES LEISURE RENTAIL ( L L C ) - MATAR ST,54.37643174,24.46342454,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,غرب 14_2,W14_02,4252222,khalidr@mm.ae,,122199,Eating and Drinking,30,Cafe,54.37643173999999,24.463424540000005
372,42817,TCA-AD-37074,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,كوفي موزار الراحه,AL RAHA MOZAR CAFE,54.57235146,24.43859673,أبوظبي,Abu Dhabi,شاطئ الراحة,Shatie Al Raha,شاطئ الراحة غرب 13,RBW13,+97125080555,pro@danatresortalraha.ae,+97125080444,38616,Eating and Drinking,30,Cafe,54.57235145999999,24.438596729999972
373,42827,DED-6257,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,توفيق للعصير والمشويات,TOUFIQ JUICE & GRILLS,54.38207852,24.48911163,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_2,E16_02,6442787,,,5439,Eating and Drinking,30,Cafe,54.38207851999999,24.489111630000025
374,42828,DED-6258,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى مشمش,MISHMISH CAFE,54.38251143,24.4910769,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_2,E16_02,6457076,,,55444,Eating and Drinking,30,Cafe,54.38251143000002,24.491076899999996
375,42829,DED-6259,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,الاستكانة كافيه,AL ISTIKANA CAFE,54.38433075,24.49089909,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_2,E16_02,6441112,,,33557,Eating and Drinking,30,Cafe,54.384330750000004,24.490899090000028
376,42831,DED-6261,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مسرور للانترنت,MASROR INTERNET,54.38402557,24.48985481,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_2,E16_02,6449590,,,28310,Eating and Drinking,30,Cafe,54.384025570000006,24.489854809999997
377,42832,DED-6262,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى ومرطبات الخديوى,AL KHADAIWI CAFE & REFRESHMENTS,54.38303393,24.48978154,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_2,E16_02,,,,,Eating and Drinking,30,Cafe,54.38303393000001,24.489781540000024
378,42833,DED-6263,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى اللؤلؤة والسلطان,LULUA & SULTAN CAFE,54.38236453,24.49057249,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_2,E16_02,6444766,binhabib@emirates.net.ae,,45888,Eating and Drinking,30,Cafe,54.38236453000002,24.490572489999977
379,42835,DED-6265,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,المستقبل كوفى شوب,FUTURE COFFE SHOP,54.38323245,24.49162838,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_2,E16_02,,,,,Eating and Drinking,30,Cafe,54.38323244999998,24.49162838000001
380,42836,DED-6266,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,مقهى المركز العالمي,INTERNATIONAL CENTER CAFE,54.38376999,24.49015808,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 16_2,E16_02,6444742,hany7575011@hotmail.com,6440741,6009,Eating and Drinking,30,Cafe,54.38376999000002,24.490158080000015
381,42839,DED-7270,"Accommodation, Eating & Drinking",Eating & Drinking,Cafe,فلورنس كافيه,FLORANCE CAFE,54.37397478,24.49959436,أبوظبي,Abu Dhabi,جزيرة أبوظبى,Abu Dhabi Island,شرق 13,E13,,,,,Eating and Drinking,30,Cafe,54.373974780000026,24.499594360000003
